10000 10000
792 5905 1
45 7168 0
7326 9306 1
2850 7459 0
3787 5180 1
3755 4606 0
3177 9096 1
8324 6934 0
3668 1092 1
8920 983 0
1103 8335 1
8510 8375 0
9339 7699 1
5418 1946 0
1903 9943 1
2552 4976 0
9667 8163 1
9483 3016 0
2932 2401 1
5896 5893 0
8867 3931 1
6778 6874 0
3818 6786 1
7717 2857 0
6527 2891 1
8781 6834 0
9750 6283 1
5156 2334 0
8368 7164 1
4966 6438 0
3322 2941 1
463 6843 0
9555 7419 1
317 5594 0
5246 1847 1
9802 5886 0
7298 3217 1
4274 5793 0
4064 5693 1
949 7181 0
7632 5056 1
4141 7087 0
3844 3342 1
8057 3444 0
4523 8806 1
323 3651 0
8267 5475 1
1134 7312 0
57 2123 1
9756 9603 0
5617 7872 1
3296 2142 0
616 5614 1
1317 8279 0
7527 7853 1
6662 506 0
3836 7031 1
5992 7666 0
1630 1134 1
680 9811 0
8767 9086 1
2139 1246 0
3842 5175 1
666 8158 0
188 8120 1
4064 3921 0
6126 8712 1
7213 1370 0
1812 1610 1
8354 1945 0
4937 9631 1
215 2567 0
3201 6059 1
8651 3935 0
8348 3368 1
1425 7391 0
5779 483 1
8184 4678 0
6702 7637 1
2431 4053 0
7243 4311 1
8516 1367 0
5405 6647 1
6978 5385 0
3769 1983 1
301 3935 0
3344 4590 1
8978 4647 0
6141 9089 1
6956 9543 0
4083 2787 1
2837 6898 0
2305 8241 1
5163 8742 0
4706 1372 1
7597 7017 0
750 9229 1
8431 6072 0
9168 6740 1
6978 9335 0
7247 3437 1
1916 9432 0
9203 5136 1
8328 9212 0
2344 2111 1
8999 8377 0
8634 4312 1
4206 4580 0
6958 7619 1
5635 7877 0
4591 6991 1
8565 1661 0
5849 7784 1
4051 2870 0
1539 6472 1
3085 968 0
332 2913 1
295 3375 0
6036 1540 1
391 7234 0
9007 9804 1
8335 9907 0
9112 2256 1
2584 242 0
3318 9011 1
3987 268 0
7308 3021 1
6457 6169 0
5358 8542 1
8393 7587 0
6083 1215 1
8163 4043 0
5880 1234 1
3308 1394 0
1850 6126 1
7456 7966 0
8984 4892 1
2847 618 0
7190 8932 1
1694 646 0
1714 5857 1
6335 3884 0
3402 5019 1
670 663 0
5730 3936 1
4230 4071 0
5574 8531 1
3955 1456 0
1810 5687 1
9080 8250 0
8930 2158 1
5884 1157 0
3977 7618 1
1122 8375 0
5787 7029 1
9451 6682 0
2408 8871 1
4061 8720 0
8542 6515 1
495 1239 0
7614 2132 1
7281 8963 0
189 8650 1
6034 8212 0
4733 3323 1
7418 593 0
920 2459 1
725 3233 0
3298 2830 1
9587 5792 0
4811 2114 1
5692 7347 0
9189 9601 1
9850 9184 0
3849 1069 1
9885 4322 0
5798 6985 1
2959 6444 0
154 1641 1
1069 8758 0
670 1634 1
3864 8906 0
6695 4252 1
3611 1611 0
9096 8058 1
6312 7540 0
7826 9739 1
4879 1138 0
2826 1672 1
716 9411 0
2101 6592 1
3441 5903 0
2470 3494 1
2669 5967 0
4320 6966 1
8588 611 0
4269 385 1
3011 7236 0
2990 8941 1
1961 8742 0
9581 2656 1
9372 1737 0
9085 1075 1
5058 1564 0
7378 6363 1
563 8011 0
6505 1919 1
3972 9895 0
3876 2 1
6668 5354 0
6730 5402 1
6369 4586 0
3080 1577 1
5266 451 0
1692 455 1
5861 9333 0
6236 46 1
680 4606 0
2923 8116 1
3504 2332 0
7862 9911 1
7592 4717 0
2124 2127 1
4567 5521 0
6929 4146 1
9555 1814 0
8366 5780 1
7156 3797 0
7415 6820 1
4935 9259 0
6965 2877 1
1940 1687 0
2515 7613 1
8072 853 0
3392 3821 1
4884 7668 0
5080 4857 1
4940 998 0
1591 3145 1
3477 5203 0
1371 6991 1
6165 902 0
2308 9732 1
3049 7732 0
1067 5985 1
6323 2742 0
4281 3033 1
3555 3123 0
4566 7935 1
1096 906 0
5061 7438 1
1 2915 0
3773 7430 1
8737 7207 0
653 8634 1
209 9516 0
4309 3373 1
3856 5801 0
864 204 1
1758 3971 0
2947 2851 1
9592 6834 0
6554 7179 1
928 4506 0
6743 9575 1
4579 4053 0
2578 6554 1
92 2615 0
4567 1477 1
8464 7058 0
4401 3037 1
7202 5908 0
4393 3727 1
9064 1804 0
1460 4608 1
9060 4786 0
3532 2571 1
7955 3012 0
1302 6864 1
8154 8396 0
2197 1308 1
4026 8803 0
1463 2106 1
2887 5 0
3677 3517 1
2489 6327 0
6872 8328 1
5163 7120 0
3360 7214 1
3161 274 0
1847 7080 1
2511 101 0
7711 3147 1
3323 5611 0
5575 1003 1
8530 6806 0
844 7097 1
8886 1753 0
841 8697 1
7246 6154 0
9459 8099 1
7209 1959 0
5134 6567 1
5405 6005 0
7968 3738 1
219 2604 0
8150 7382 1
4905 5728 0
1398 6890 1
5969 9178 0
9777 258 1
4188 7839 0
6633 9208 1
3758 2742 0
4910 9528 1
9173 8186 0
8712 4738 1
5360 1883 0
4570 8112 1
4235 4140 0
2088 2246 1
1603 7231 0
8806 2546 1
9843 169 0
8663 7297 1
4741 4087 0
1 1226 1
4268 4329 0
8766 2561 1
7208 8786 0
3320 6595 1
6550 7083 0
6110 5627 1
9228 3919 0
8525 9500 1
1512 2751 0
1337 7924 1
2242 256 0
8295 722 1
2774 2789 0
1039 5511 1
2098 7715 0
7052 8668 1
1220 3519 0
4992 5856 1
5420 2364 0
3979 6155 1
3628 6229 0
5228 6697 1
3058 7744 0
7933 4591 1
3064 2783 0
8735 4376 1
2003 4727 0
6200 1907 1
3855 6648 0
2254 2048 1
2779 2435 0
2226 4308 1
9249 3816 0
6334 8865 1
3058 1347 0
2189 2226 1
4766 4918 0
4524 2379 1
1027 3139 0
3468 6768 1
3314 106 0
1515 9671 1
115 1553 0
5994 3260 1
4754 8108 0
615 4472 1
2027 933 0
9652 2336 1
8440 5104 0
4947 5588 1
1013 6502 0
5151 8747 1
6436 8364 0
3595 954 1
5694 3094 0
1110 3783 1
9363 2004 0
7098 4956 1
6158 7486 0
6870 1727 1
4866 6686 0
2266 6230 1
3430 5283 0
4009 8051 1
2989 8302 0
2448 4759 1
9558 9327 0
5574 5367 1
6056 8490 0
550 2284 1
1070 5047 0
4514 2111 1
6083 8377 0
3534 85 1
4993 9905 0
4403 8214 1
982 1299 0
1729 2145 1
2706 315 0
2833 1739 1
5869 2505 0
1527 4436 1
6500 3439 0
2890 9727 1
2473 4915 0
5731 3262 1
3646 7133 0
1427 6331 1
8495 9599 0
6678 4690 1
8348 5975 0
2952 5317 1
4707 3539 0
4345 551 1
9205 4127 0
7962 655 1
6525 299 0
6706 2467 1
7765 6856 0
7888 943 1
4936 1605 0
2474 9592 1
628 5165 0
4681 6721 1
3049 1195 0
4833 1585 1
1833 7060 0
9273 1954 1
69 6547 0
3814 9789 1
220 9236 0
5475 343 1
6887 7838 0
720 869 1
732 7586 0
9778 8133 1
5402 9775 0
3068 590 1
7647 5106 0
9535 3767 1
5375 755 0
1124 3400 1
6357 6367 0
3003 307 1
4351 3096 0
7818 6755 1
9639 4208 0
7075 3659 1
3523 287 0
2862 7630 1
5551 5263 0
4226 838 1
5501 7347 0
7721 124 1
1714 7675 0
9011 3441 1
5665 2221 0
879 8739 1
6616 7139 0
8177 9829 1
1719 9981 0
3861 1053 1
1463 2304 0
7517 9580 1
8857 2740 0
3747 2741 1
9548 4881 0
6123 2513 1
840 9695 0
6863 6152 1
4847 8353 0
6245 5853 1
8716 8571 0
1001 4636 1
5911 2102 0
6619 2366 1
6642 6444 0
8954 7338 1
9080 1934 0
2108 10 1
8662 5793 0
8656 9574 1
3318 9517 0
6001 4123 1
965 7776 0
4791 8249 1
6623 2402 0
2437 8272 1
2881 5297 0
8548 3299 1
5963 5752 0
9980 8593 1
6920 8325 0
235 644 1
2297 2471 0
3570 2569 1
9161 5415 0
9076 6960 1
6827 1198 0
9558 4912 1
6979 1823 0
8576 1711 1
8370 975 0
3207 4576 1
7033 4663 0
5436 8218 1
5294 9344 0
5916 632 1
9128 5688 0
644 2043 1
1667 8664 0
6581 8028 1
1454 2160 0
4378 4523 1
6553 4287 0
563 1585 1
9995 8679 0
1534 4502 1
5177 6018 0
2437 7619 1
6980 22 0
6232 3982 1
3284 2703 0
5986 5804 1
7699 7634 0
8532 7030 1
9769 7187 0
6328 3311 1
7304 153 0
4693 1914 1
6583 7974 0
1858 4946 1
2297 3006 0
7508 4404 1
7061 5728 0
5911 1928 1
9558 5086 0
8127 9296 1
6675 1394 0
4669 1968 1
3336 6968 0
4889 6990 1
7965 9602 0
6862 655 1
7927 2595 0
2700 4978 1
2949 5758 0
9045 7263 1
8154 1627 0
3644 2560 1
9710 233 0
5769 1071 1
2094 1514 0
8376 146 1
7620 8060 0
2040 7383 1
2871 704 0
273 3213 1
9768 4631 0
1194 7079 1
4579 7014 0
4188 8633 1
666 9204 0
2272 5568 1
1967 342 0
9863 749 1
4693 6585 0
139 1100 1
1048 6333 0
6247 8630 1
7792 8498 0
9403 8315 1
777 9332 0
3792 5208 1
5146 9626 0
7091 6316 1
48 7301 0
8549 64 1
1658 2915 0
2536 965 1
1069 5611 0
7266 5102 1
1509 4990 0
657 4656 1
6436 9878 0
833 4941 1
2617 4372 0
3824 2713 1
8218 5 0
4226 8652 1
838 2075 0
7130 2644 1
4616 4088 0
6941 8593 1
9550 9165 0
5139 1975 1
3364 5904 0
307 8046 1
9228 5726 0
3015 3792 1
2330 6676 0
1414 2052 1
6434 9492 0
5339 1691 1
2032 8645 0
8709 4129 1
8007 3328 0
3931 9771 1
6368 9602 0
8118 1144 1
5851 5527 0
8946 4656 1
401 4803 0
7721 9697 1
8962 7804 0
1251 2550 1
5581 1034 0
8657 5372 1
3591 9969 0
6628 7800 1
4753 5217 0
50 5234 1
796 8591 0
8047 2584 1
2646 7387 0
4564 599 1
2680 6260 0
1830 6474 1
6010 8945 0
1856 5190 1
4940 4447 0
115 6167 1
6681 2599 0
8623 1678 1
6358 729 0
144 3956 1
2008 593 0
1462 8413 1
3312 6780 0
7707 1413 1
3576 1902 0
6612 4537 1
1783 3525 0
45 1591 1
1719 2501 0
941 4376 1
6 4427 0
7709 3740 1
8253 9062 0
422 8789 1
5960 957 0
844 2684 1
3535 646 0
2232 9584 1
6904 1695 0
811 1399 1
9957 2465 0
6091 6074 1
171 9715 0
5922 5526 1
9269 1564 0
2873 5230 1
9613 1231 0
2656 2609 1
5896 4663 0
2398 5625 1
3765 2954 0
3383 7373 1
2511 7294 0
3989 7635 1
62 9014 0
5736 9758 1
3597 4421 0
3344 9700 1
5599 7060 0
8738 2154 1
4954 5079 0
9450 1086 1
6157 4881 0
462 5520 1
691 4810 0
7277 2217 1
2568 774 0
9189 5708 1
102 6717 0
2243 2114 1
6875 998 0
5679 6599 1
2899 8901 0
2031 6527 1
4630 724 0
3259 113 1
1978 1484 0
7336 8426 1
7237 1470 0
2619 4756 1
6984 6279 0
9637 779 1
5897 5850 0
5919 8061 1
3672 9598 0
3676 3360 1
4525 2509 0
3580 3555 1
9646 4960 0
7639 4487 1
7308 1785 0
9993 4209 1
6902 9157 0
1870 3036 1
9884 5697 0
2390 6579 1
7700 3802 0
7240 6720 1
1664 936 0
4726 9397 1
9586 9411 0
5834 7418 1
6892 9314 0
3534 3410 1
9949 6082 0
1169 4946 1
5173 2678 0
1986 6970 1
6077 7199 0
1529 4907 1
6781 8919 0
4591 5132 1
4107 7134 0
7075 9093 1
768 2019 0
5258 1793 1
9864 7996 0
1559 4759 1
1958 3775 0
5899 9158 1
6107 1725 0
2411 2397 1
2341 9204 0
5384 7277 1
3573 3072 0
7439 7647 1
8782 3539 0
6274 1036 1
5644 3455 0
6722 2614 1
9637 7869 0
1251 8050 1
1572 1785 0
8262 1300 1
4977 5253 0
4543 7149 1
5820 8067 0
1212 2317 1
7496 2096 0
9039 9221 1
7913 3316 0
4652 5357 1
1591 4407 0
695 3695 1
7650 911 0
5481 6128 1
5209 2462 0
5676 6469 1
9151 987 0
5515 782 1
7019 9730 0
2522 147 1
7291 5128 0
802 619 1
3655 9950 0
9823 4660 1
1528 7155 0
7369 9930 1
3196 5747 0
1586 891 1
4837 3501 0
1155 2145 1
4396 8541 0
8568 6715 1
2881 3422 0
49 3760 1
5294 9502 0
4064 8624 1
1652 4099 0
4364 883 1
9924 3550 0
3411 30 1
6927 3328 0
3445 5771 1
7503 4584 0
5121 7281 1
1739 1770 0
4524 5538 1
4505 3961 0
5895 600 1
2952 414 0
844 4545 1
6815 6834 0
2637 1961 1
2273 1511 0
2202 7127 1
8855 4664 0
8335 3180 1
3143 3775 0
7600 1576 1
8109 2878 0
5179 8275 1
7016 5903 0
8224 7273 1
3321 2294 0
1986 3099 1
2149 7039 0
8241 3267 1
6489 8794 0
7305 979 1
8039 4648 0
7420 3615 1
3317 546 0
4798 7338 1
280 9234 0
5537 3037 1
3789 5981 0
3480 9218 1
5589 239 0
5412 6823 1
4942 5812 0
9007 7198 1
7853 755 0
9406 3183 1
5156 3617 0
7370 7006 1
2949 8899 0
7660 3739 1
1060 5138 0
1058 1066 1
4347 5283 0
491 4721 1
4286 4088 0
769 779 1
9315 4417 0
7483 5710 1
3330 4452 0
7072 5279 1
8685 2666 0
2210 2413 1
8032 4507 0
3271 2708 1
8109 3749 0
1337 4437 1
383 7330 0
7129 5878 1
8261 3879 0
5190 8881 1
1523 1790 0
5972 4755 1
5101 5310 0
3603 7886 1
5864 2267 0
9129 3834 1
2467 8958 0
8782 5351 1
8118 4497 0
4929 3011 1
8563 7691 0
1845 3200 1
7298 9090 0
9455 7562 1
6415 8104 0
7248 8574 1
2181 3998 0
4929 9115 1
3036 2909 0
2589 8330 1
2873 3728 0
7012 1453 1
9350 7761 0
7888 8251 1
6278 2335 0
8824 6755 1
6254 1248 0
8814 2930 1
191 3290 0
2318 899 1
7082 4767 0
4775 8157 1
8307 8661 0
756 4509 1
1391 3399 0
1091 4277 1
6364 9178 0
8219 3964 1
4623 1511 0
5919 9887 1
912 6215 0
6224 2143 1
4644 9951 0
645 4163 1
4715 282 0
9630 5537 1
1177 5706 0
462 1898 1
377 544 0
1397 6500 1
9435 4890 0
3567 9694 1
8423 424 0
828 8354 1
9897 9025 0
2070 5723 1
9769 7971 0
152 5852 1
8127 3684 0
7680 6442 1
7414 6942 0
1865 4179 1
8012 9731 0
4102 1156 1
4113 2430 0
9587 8444 1
8625 5751 0
4229 7944 1
6465 6682 0
8099 2067 1
6873 5359 0
8947 6495 1
8340 2015 0
7552 8646 1
11 2356 0
5405 5175 1
4364 1311 0
2262 1261 1
4062 6416 0
4837 6256 1
5284 7892 0
7712 5701 1
6103 4491 0
2803 1175 1
367 9366 0
6748 5535 1
8828 4611 0
9215 4718 1
8025 9056 0
8560 2965 1
7049 9579 0
2815 4074 1
4700 1816 0
712 1937 1
9087 2174 0
785 8999 1
2803 8692 0
2009 9593 1
7432 2356 0
8827 9255 1
9398 159 0
9968 4345 1
3281 3029 0
1567 4084 1
2525 2276 0
200 7854 1
4840 8988 0
7182 1935 1
7331 3399 0
7296 7338 1
3325 3880 0
1281 6915 1
1009 9979 0
7105 356 1
4236 5947 0
3764 8397 1
7496 3717 0
5200 669 1
3753 6716 0
247 2922 1
4449 8976 0
6246 377 1
3766 4672 0
6144 2477 1
3781 1868 0
2976 4891 1
3337 9377 0
4654 6609 1
2148 497 0
8118 401 1
7878 8024 0
2452 3696 1
4621 9081 0
9305 5293 1
4867 5149 0
19 7734 1
2679 1737 0
8374 161 1
5569 35 0
7748 4783 1
1462 6741 0
5944 8276 1
8336 5562 0
4148 900 1
8181 4747 0
4783 3092 1
6230 676 0
9738 1355 1
8822 3423 0
3040 5769 1
4107 4853 0
170 3340 1
1523 5793 0
5321 8500 1
7558 519 0
4134 50 1
4983 7158 0
6095 8925 1
8458 2464 0
6403 977 1
8528 5283 0
3140 5440 1
8431 2674 0
8266 8709 1
6905 4333 0
8256 3500 1
997 6365 0
1425 8555 1
3833 4790 0
5458 9147 1
3489 2218 0
2380 5782 1
5582 7899 0
6890 7551 1
356 142 0
3034 6918 1
9512 287 0
1372 2138 1
7518 7476 0
9258 8335 1
9736 106 0
537 2217 1
7027 3543 0
6889 2713 1
3898 1925 0
8117 5676 1
595 8843 0
1245 2073 1
4132 162 0
949 4358 1
6273 7391 0
9196 5270 1
2860 84 0
8494 7417 1
1548 1725 0
7844 781 1
5581 4504 0
5081 4419 1
6675 4786 0
5449 4144 1
4969 7155 0
8585 7947 1
6829 4559 0
9085 1586 1
3430 5149 0
3130 7455 1
7874 2288 0
4064 165 1
5146 1202 0
7 4355 1
1698 4555 0
5061 8025 1
8796 4552 0
5019 2083 1
9100 1319 0
5402 1450 1
732 1415 0
5876 8491 1
8590 2634 0
6561 7029 1
4710 8155 0
6387 9209 1
1730 8794 0
4124 479 1
839 2929 0
9144 2187 1
1208 3466 0
21 8346 1
1869 5128 0
8144 7573 1
4398 7896 0
3483 2932 1
7054 7627 0
5232 7770 1
323 2742 0
9354 6554 1
7291 3664 0
8234 7411 1
8590 8438 0
4887 2797 1
9653 61 0
8655 5701 1
1516 6880 0
417 9843 1
7515 208 0
1659 613 1
7302 6682 0
4219 8370 1
4843 6798 0
943 1933 1
7849 7938 0
2109 9183 1
543 1602 0
3452 1839 1
3441 4915 0
6904 3500 1
3828 6295 0
1521 5708 1
1646 207 0
29 4783 1
871 1948 0
8094 8105 1
2481 3621 0
4579 5411 1
9093 1285 0
4904 6108 1
8516 5044 0
5718 4820 1
8461 6178 0
1056 3915 1
3403 9510 0
5565 8522 1
8497 7294 0
4548 3411 1
1676 443 0
9956 4206 1
3340 8967 0
6069 6163 1
4206 51 0
1337 8195 1
1453 5594 0
7960 833 1
190 2579 0
9017 3567 1
2528 2294 0
1278 6034 1
8771 4135 0
9022 3522 1
3600 5843 0
3553 9303 1
6896 6438 0
3522 7830 1
3004 7340 0
5997 4335 1
8485 8926 0
2842 9117 1
7415 6424 0
8455 337 1
2992 47 0
5204 9187 1
1689 1788 0
3349 1542 1
9667 6908 0
1466 6479 1
8144 6052 0
385 7596 1
6248 233 0
6554 6490 1
2570 6514 0
9278 3814 1
1420 623 0
6826 1928 1
8359 6585 0
6415 3727 1
9623 2221 0
659 3 1
6848 2080 0
8888 4792 1
8771 8641 0
2985 8368 1
2625 2784 0
8137 193 1
2490 677 0
1523 2969 1
7558 5954 0
1450 3571 1
857 6454 0
2512 6071 1
9984 9333 0
5779 6837 1
5353 9624 0
8116 1226 1
2904 7126 0
5462 4746 1
6310 6968 0
7955 6524 1
7471 7436 0
8026 2060 1
753 7195 0
4698 1028 1
4016 2870 0
9477 4931 1
9106 4204 0
3820 4906 1
5763 8643 0
5358 9305 1
2442 3313 0
1303 9866 1
9553 5165 0
3899 5444 1
9019 3774 0
3022 54 1
8378 5587 0
9903 9082 1
5821 933 0
1844 1849 1
2644 3307 0
1047 8528 1
1863 7312 0
4358 5634 1
5004 9124 0
152 8716 1
7637 6101 0
4600 8957 1
9641 1120 0
4414 644 1
4730 2540 0
5000 5999 1
9045 3825 0
1911 2317 1
8382 9295 0
7214 4862 1
9372 906 0
4884 2593 1
244 7252 0
2778 8226 1
6265 7387 0
1905 2758 1
1850 9234 0
8854 9293 1
6356 2007 0
956 7206 1
8939 9444 0
2321 984 1
2158 853 0
9964 4398 1
6396 497 0
8747 5393 1
8275 1876 0
4543 3462 1
5927 6090 0
7493 6883 1
7967 8566 0
6884 1268 1
4236 3895 0
6266 8378 1
7491 3927 0
6369 5676 1
1005 342 0
5515 1029 1
1635 2144 0
7768 5938 1
324 8000 0
1566 5240 1
1028 6066 0
7293 9109 1
8460 5558 0
4569 8268 1
5897 8222 0
6176 2131 1
4954 3012 0
4734 4424 1
1028 7513 0
3685 3934 1
3785 7730 0
37 4985 1
5512 3608 0
3074 252 1
2396 3556 0
6010 7379 1
2809 3816 0
7454 3910 1
3340 7694 0
5095 4409 1
9316 3447 0
6264 4579 1
5329 5484 0
6107 4134 1
9971 5751 0
8987 6548 1
1291 346 0
6630 8489 1
7426 1415 0
4442 6704 1
7119 8396 0
4858 2005 1
8892 6733 0
9103 1850 1
2690 2968 0
9985 4670 1
65 6257 0
1024 3898 1
2518 3168 0
224 9675 1
7298 8453 0
5931 6297 1
890 2364 0
1810 531 1
7520 2007 0
3019 5930 1
3765 2537 0
4016 7699 1
9738 7923 0
8015 5749 1
321 6314 0
2625 9757 1
3745 1653 0
9424 6751 1
4114 7158 0
9456 6906 1
5553 9711 0
4972 5229 1
507 2610 0
390 6042 1
2137 6777 0
3030 8273 1
4863 1820 0
1601 499 1
5884 9499 0
2804 7117 1
2426 153 0
3696 675 1
1013 9800 0
9547 794 1
2242 804 0
8589 429 1
6885 8980 0
620 6661 1
7935 7892 0
8602 2792 1
9788 4641 0
2814 2864 1
1589 8069 0
5199 7573 1
3070 648 0
6450 6266 1
3473 7429 0
9390 2065 1
7006 2335 0
5180 2930 1
920 3229 0
7451 6583 1
1815 8764 0
8397 956 1
2729 346 0
9512 2165 1
5422 2882 0
7584 2952 1
324 4897 0
2502 2721 1
5502 5660 0
7163 5956 1
8278 1894 0
3872 4734 1
4768 3802 0
7780 270 1
4220 4099 0
3460 1402 1
4602 2668 0
912 7953 1
977 6429 0
8694 9546 1
2692 8758 0
1679 5379 1
3748 7668 0
8863 598 1
8345 9969 0
2067 8263 1
6290 2825 0
4326 9209 1
3083 2784 0
7502 7823 1
9809 1564 0
6721 2966 1
9640 6921 0
9615 468 1
6485 7421 0
2173 9225 1
8018 1791 0
5009 3909 1
8838 4456 0
395 5162 1
1334 68 0
2578 8376 1
8628 1840 0
5201 7499 1
9391 6934 0
5059 4908 1
8291 6041 0
535 887 1
1974 953 0
2314 9080 1
1077 8944 0
8828 4884 1
728 1411 0
417 7891 1
2122 259 0
1281 7305 1
7182 2468 0
164 706 1
2877 6065 0
658 4837 1
9161 4222 0
3402 3325 1
8079 6196 0
1998 949 1
4945 6425 0
2764 7121 1
8493 936 0
8444 7256 1
3603 7821 0
5868 7602 1
9189 3012 0
3263 5233 1
7112 8355 0
2383 1209 1
6368 447 0
4218 976 1
8004 6416 0
2788 4537 1
5481 8490 0
5192 9289 1
4094 404 0
305 5376 1
1354 8571 0
8163 3649 1
5783 2812 0
7710 7768 1
6067 8299 0
9405 4857 1
8564 174 0
7961 7300 1
7515 5 0
3306 3833 1
7967 8442 0
9570 2395 1
6668 4287 0
4669 5254 1
7841 7275 0
3109 2620 1
9652 5848 0
8954 5081 1
5853 1884 0
9168 4112 1
3185 5562 0
9084 7196 1
7156 581 0
9578 3270 1
3165 6575 0
3636 9889 1
3362 9421 0
5306 7762 1
5192 8933 0
9982 1383 1
1225 1777 0
6674 1759 1
5677 7655 0
8426 4105 1
4277 689 0
5600 1259 1
3059 5392 0
6681 6345 1
1133 7691 0
6220 7448 1
347 7435 0
7001 6393 1
8231 3520 0
9222 8724 1
8410 9444 0
2457 137 1
7719 6562 0
4502 1091 1
4710 6547 0
2306 2844 1
5642 588 0
9063 8619 1
1291 6305 0
4628 3278 1
8077 5887 0
226 2149 1
886 4922 0
8254 3362 1
3076 895 0
747 1445 1
1235 793 0
4578 8421 1
8767 6853 0
8082 3063 1
7872 8173 0
176 2729 1
5212 4207 0
9575 2269 1
9441 3000 0
4600 8291 1
4396 5940 0
9983 8332 1
379 6690 0
3545 6630 1
3018 974 0
6660 9745 1
2925 5283 0
5745 7062 1
2844 8173 0
4100 3715 1
7031 9295 0
8847 2018 1
2467 6865 0
2526 4074 1
3117 3893 0
4754 4523 1
6096 7856 0
2360 5222 1
3690 9509 0
1572 1417 1
5851 6204 0
1729 1732 1
3278 5793 0
2261 2222 1
18 5886 0
2928 3635 1
9862 4767 0
7510 4724 1
2923 5342 0
9285 6097 1
2453 304 0
3593 8472 1
3101 8803 0
4327 4216 1
262 9157 0
7163 4588 1
995 4480 0
7705 9249 1
7596 9453 0
3645 9838 1
661 7921 0
9266 372 1
9153 1346 0
6446 6646 1
5522 5361 0
8854 9156 1
1539 3374 0
4408 2023 1
7573 3568 0
7367 4757 1
3591 4332 0
1434 7149 1
7624 2402 0
8777 6581 1
4563 8604 0
4303 6955 1
844 8343 0
8736 9148 1
1262 3991 0
7167 5338 1
5576 5640 0
7215 1358 1
3860 253 0
7225 1083 1
7700 1894 0
2842 1175 1
6503 6424 0
2613 7448 1
2119 4494 0
8547 1566 1
3856 3556 0
8177 9261 1
2866 4295 0
7888 1619 1
6725 3712 0
8455 529 1
8013 8066 0
2339 3944 1
9443 8155 0
3669 5657 1
9984 256 0
4556 4596 1
9337 5882 0
6696 4136 1
2329 8897 0
9289 6012 1
6403 5611 0
5672 5601 1
9672 5150 0
5535 2391 1
9877 4747 0
2411 9019 1
9664 9081 0
7206 2094 1
6232 6327 0
1829 3628 1
8892 5605 0
5436 6351 1
1177 5076 0
9068 6019 1
3113 4796 0
1678 6057 1
9448 485 0
2850 3130 1
4522 6542 0
674 9012 1
4811 2468 0
8991 6661 1
4581 3966 0
3962 1704 1
6846 9674 0
8075 2923 1
5145 3023 0
1460 6991 1
8017 3937 0
5698 7129 1
3494 882 0
1659 9470 1
8874 1141 0
8468 4798 1
5170 7457 0
7191 9017 1
2399 1771 0
1444 2054 1
3127 7764 0
6725 7671 1
9726 7564 0
2478 454 1
2859 7694 0
5718 1131 1
3910 2789 0
4736 2851 1
4340 61 0
8755 6823 1
7530 8731 0
4243 5294 1
8144 8288 0
3211 5656 1
6013 9929 0
2713 4370 1
2743 623 0
5014 6728 1
8650 4952 0
1534 8902 1
5014 4829 0
858 6785 1
835 3229 0
887 2168 1
4502 3225 0
3461 1355 1
5897 1479 0
7870 2099 1
8286 7087 0
9410 3582 1
2773 7764 0
9206 1930 1
1125 1977 0
8363 9934 1
9763 7251 0
4223 5784 1
189 2800 0
9181 8372 1
7154 1817 0
9697 682 1
1429 623 0
8320 5123 1
2343 4559 0
909 4458 1
1383 3352 0
576 4115 1
5833 4881 0
3803 2209 1
1468 359 0
2788 2934 1
1337 9163 0
4716 4247 1
1972 8327 0
433 333 1
5663 5104 0
5767 2071 1
7529 4422 0
312 3175 1
6341 2548 0
2286 3046 1
5277 5998 0
4812 8930 1
3088 1319 0
2818 5553 1
7755 6061 0
263 3992 1
5435 6098 0
2997 7981 1
6948 8704 0
8530 7276 1
7455 2939 0
8495 1871 1
8370 3819 0
4479 4018 1
7659 3173 0
1839 3429 1
5513 7741 0
9116 5274 1
977 4325 0
6099 8467 1
2114 5562 0
6829 7878 1
104 4683 0
591 1921 1
5021 3255 0
6677 811 1
8689 9475 0
428 7222 1
7618 9612 0
7145 8473 1
3646 1152 0
6422 4669 1
7293 677 0
8593 3379 1
1547 4647 0
1286 9264 1
1619 2492 0
99 3811 1
530 7690 0
2512 7679 1
2366 5331 0
6186 2333 1
1789 1717 0
8771 3476 1
8422 4078 0
9594 8023 1
1650 8173 0
4756 3813 1
8209 9828 0
1620 5969 1
4599 251 0
7597 5370 1
86 2746 0
3074 3923 1
3363 7974 0
4330 6852 1
230 755 0
8193 5846 1
556 1564 0
8716 9483 1
5771 2324 0
5966 1153 1
2862 3961 0
7226 2584 1
2447 6519 0
8957 3192 1
9019 4008 0
9891 1069 1
6709 2931 0
2690 3645 1
6232 1780 0
1852 5714 1
8031 3795 0
595 5780 1
6042 7199 0
5109 7189 1
7894 8836 0
8816 1278 1
3593 5 0
249 5577 1
3954 2752 0
825 6539 1
3036 5469 0
1730 8174 1
6274 1207 0
8373 1532 1
152 2579 0
9593 5305 1
2477 5519 0
8705 5625 1
4670 1290 0
316 1714 1
5014 9335 0
5332 6237 1
3334 1301 0
3270 6298 1
1170 8604 0
3805 6882 1
6316 3374 0
4324 4538 1
5630 1392 0
6681 7626 1
8456 7912 0
633 2010 1
8660 5640 0
695 2950 1
