10000 10000
2734 8374 0
9944 9951 1
2951 9379 0
8713 8718 1
525 2816 0
5757 9664 1
2706 7075 0
3997 2501 1
9222 4752 0
1412 1008 1
4788 7012 0
5528 1146 1
9711 6452 0
5212 127 1
6221 9196 0
3632 4966 1
4705 1502 0
980 3338 1
1375 1322 0
9542 9344 1
4153 4543 0
5075 946 1
6255 2449 0
6003 2234 1
5407 5373 0
1374 6356 1
7855 9196 0
5705 7438 1
6089 7746 0
4310 4106 1
2198 1403 0
623 4816 1
1450 1275 0
5267 3092 1
1217 8747 0
3420 1767 1
6334 59 0
2948 9230 1
1652 5567 0
9803 5999 1
6060 500 0
17 6443 1
8038 8680 0
9312 5410 1
8077 5630 0
2305 4763 1
5012 6474 0
4548 8211 1
1848 2911 0
9340 8003 1
6435 9200 0
7114 8696 1
522 5923 0
3236 3626 1
9405 5367 0
6053 3400 1
1616 8503 0
1228 1924 1
4597 1403 0
2444 3483 1
6167 6225 0
9991 3166 1
8566 5946 0
9362 697 1
4201 7229 0
5222 4059 1
9451 4523 0
8390 3940 1
1063 6326 0
9131 7254 1
7274 5422 0
3197 8638 1
5428 8370 0
5726 4540 1
6112 5070 0
8540 8888 1
7325 1549 0
4029 2284 1
8092 8893 0
2466 8377 1
2900 5727 0
6980 2235 1
3555 3837 0
2616 9594 1
6601 9194 0
7823 9067 1
478 7898 0
8863 7521 1
8485 1487 0
9567 1878 1
3099 5166 0
5031 1437 1
9084 867 0
692 1279 1
4811 7184 0
7949 1812 1
9198 1744 0
5807 1396 1
7795 7122 0
5241 9136 1
168 7703 0
8185 1219 1
6798 459 0
5685 9502 1
6499 4740 0
8950 7014 1
6368 2918 0
4194 9562 1
5023 2034 0
158 4957 1
909 6708 0
3787 6180 1
2936 1184 0
2995 793 1
5633 6108 0
5157 6936 1
4361 2975 0
1621 574 1
2293 5063 0
4735 8175 1
4553 7801 0
1152 5699 1
1214 9238 0
481 4837 1
8358 7199 0
5939 8512 1
9563 1642 0
342 4550 1
1664 3237 0
5417 3670 1
7628 7373 0
8616 8121 1
4560 1333 0
8622 1095 1
5711 1324 0
3498 7000 1
3630 8462 0
1887 9052 1
4186 731 0
8550 2119 1
4424 2233 0
3187 5456 1
1829 4961 0
747 5998 1
5918 1514 0
7243 4945 1
5438 7409 0
6638 8169 1
6870 570 0
2799 4361 1
4067 8884 0
5718 3232 1
8805 6481 0
9893 314 1
5011 2508 0
6209 6630 1
3343 3264 0
1868 5500 1
6733 2929 0
8175 8392 1
9539 5681 0
9325 2051 1
3858 1048 0
3963 6958 1
9712 2525 0
4704 9352 1
1354 4068 0
1146 2639 1
7411 5123 0
5963 2811 1
2509 8419 0
3695 7771 1
3948 9992 0
5904 2565 1
3214 3847 0
5936 2235 1
8213 7772 0
3225 6226 1
6195 6661 0
7454 8657 1
1577 1837 0
654 6028 1
7070 7655 0
5433 549 1
7410 133 0
2671 4049 1
7675 9819 0
3702 5656 1
3135 8968 0
2379 7255 1
3208 5562 0
8752 9195 1
6550 9799 0
3090 2289 1
5391 2478 0
4676 8091 1
4632 5481 0
7310 9129 1
8809 1982 0
5556 5519 1
9715 3368 0
7288 238 1
5207 8539 0
5092 3975 1
7211 1663 0
3563 2687 1
3436 4066 0
2530 9263 1
8701 9030 0
7156 1962 1
3917 1907 0
5377 4058 1
3860 1004 0
8126 4437 1
7875 9572 0
1485 7769 1
8251 3466 0
4668 7428 1
2154 70 0
1193 9734 1
2435 932 0
4975 9258 1
9695 3057 0
1852 5230 1
3856 9196 0
303 2669 1
2332 4481 0
2356 3700 1
7078 8808 0
4488 1660 1
7254 4199 0
3492 221 1
310 4499 0
419 1550 1
2168 4844 0
6202 8774 1
1622 3466 0
7953 6282 1
3649 8053 0
5342 3616 1
8140 5050 0
5633 415 1
4153 4076 0
7934 8016 1
9789 1253 0
7566 8293 1
6431 8427 0
8761 3558 1
6234 7736 0
9123 2566 1
253 2562 0
2956 4287 1
6761 8320 0
2750 2099 1
6036 486 0
307 9476 1
102 8866 0
2035 4605 1
9886 5895 0
8950 5349 1
8075 9579 0
7617 7340 1
6182 9928 0
128 4248 1
8339 5123 0
1068 9488 1
7714 8295 0
7961 5735 1
127 3280 0
9617 2879 1
9860 5163 0
4994 8038 1
5836 9665 0
6454 3236 1
8037 825 0
1530 3560 1
7752 5402 0
9104 1983 1
6127 9771 0
3124 4541 1
7604 4011 0
140 8793 1
2363 8427 0
2101 1241 1
1404 5869 0
5840 3349 1
6164 3368 0
3611 1692 1
6292 9900 0
3914 9383 1
697 4442 0
5751 6869 1
2518 869 0
9079 2510 1
2980 9235 0
1646 3168 1
3329 6838 0
553 7303 1
853 645 0
8144 4338 1
9084 6141 0
9403 6844 1
4143 1252 0
6654 443 1
3805 3437 0
3031 1878 1
239 8264 0
4775 8774 1
5597 2597 0
6406 5936 1
4319 6099 0
4926 2616 1
6330 2998 0
9712 5459 1
921 7266 0
6803 5062 1
1251 7524 0
2192 7757 1
7653 7682 0
5498 9469 1
9744 5866 0
7055 408 1
3598 7357 0
205 2331 1
6421 3497 0
6117 1140 1
2529 6799 0
6625 745 1
1651 974 0
3120 1306 1
7092 5530 0
37 588 1
3477 7032 0
176 5239 1
6259 2258 0
3479 2481 1
7819 8083 0
8398 6756 1
6075 1586 0
9282 2526 1
9072 5575 0
6059 1873 1
9714 3301 0
751 9934 1
6622 8542 0
2111 2154 1
3703 4213 0
8590 7744 1
9479 7838 0
8729 7647 1
7006 6364 0
4503 9596 1
9783 1127 0
5 7994 1
8209 3425 0
4875 6753 1
1709 4487 0
4854 3525 1
8916 9551 0
2270 1781 1
2637 3262 0
7497 114 1
8575 4463 0
2529 2002 1
8714 9581 0
2774 6115 1
6687 7924 0
9215 393 1
7610 7065 0
6579 3046 1
6562 9010 0
7259 6832 1
135 2095 0
4456 1030 1
1129 3621 0
1472 7079 1
8481 3001 0
2939 2125 1
3351 6176 0
2406 364 1
8214 500 0
6026 5556 1
6513 4830 0
6533 894 1
2473 9120 0
3963 4693 1
6491 6567 0
6821 3051 1
9063 2366 0
5560 6102 1
5855 53 0
681 5722 1
9255 7712 0
8717 6580 1
1652 7502 0
6915 2355 1
6769 7969 0
320 5228 1
6595 5716 0
5229 481 1
7790 1368 0
2682 6840 1
7860 4289 0
1648 4385 1
9205 2297 0
7639 9018 1
1610 8328 0
5416 1233 1
7929 3902 0
5037 1754 1
2241 5655 0
8927 8017 1
2594 9100 0
1229 7894 1
8337 4418 0
1146 9745 1
6937 6098 0
1729 6238 1
2944 3780 0
8797 364 1
1288 7269 0
3843 6062 1
6226 3 0
4511 3206 1
4415 3882 0
5830 2142 1
9804 9180 0
7098 5142 1
5055 5692 0
4344 2036 1
9907 370 0
2119 556 1
7663 645 0
6006 1250 1
3879 2807 0
775 3931 1
3797 100 0
4636 595 1
23 9576 0
5378 6682 1
1474 3920 0
1891 5441 1
5075 250 0
6824 8322 1
4455 4523 0
5215 8482 1
5136 6052 0
5424 9575 1
4884 650 0
237 8084 1
6866 8 0
1637 8285 1
3910 7887 0
9654 4293 1
1029 1619 0
9981 1437 1
8756 3785 0
8286 5040 1
7447 7877 0
3386 3135 1
1396 1934 0
7982 7401 1
4440 4213 0
4251 846 1
7490 5013 0
2770 5010 1
7187 147 0
2319 7769 1
4536 2460 0
5911 6440 1
7087 6176 0
686 1362 1
2568 7630 0
6942 1695 1
9755 4161 0
168 6441 1
6686 3521 0
9833 7239 1
9517 4752 0
8901 3170 1
4363 9648 0
1928 7639 1
1399 9027 0
6189 4701 1
1267 6461 0
2042 417 1
1677 2615 0
3524 843 1
6295 8425 0
4513 4524 1
5197 5946 0
3098 1019 1
4866 6589 0
4802 9715 1
504 9769 0
5824 4103 1
5870 3737 0
1390 7395 1
6752 111 0
5249 4242 1
9613 4411 0
7051 9173 1
6130 3491 0
1986 2662 1
3645 7373 0
8979 7724 1
7276 3771 0
1835 7145 1
6556 8951 0
1762 5352 1
1910 3022 0
9663 9047 1
7696 7536 0
9303 435 1
6011 3803 0
5463 5359 1
6757 3511 0
9192 2035 1
4664 9140 0
4761 4042 1
9462 9378 0
9473 2779 1
7965 6777 0
6484 5359 1
5385 4481 0
8224 7625 1
2263 867 0
2464 5018 1
4616 8407 0
6788 8910 1
7204 3828 0
9018 9204 1
138 4517 0
8409 5024 1
532 1647 0
3810 7394 1
9312 2998 0
2134 8178 1
2715 9625 0
1873 8211 1
7866 613 0
3677 870 1
124 7296 0
957 3693 1
7946 5473 0
3965 5968 1
1538 5462 0
480 9241 1
9139 9356 0
9437 1196 1
7521 3200 0
5921 3087 1
1255 6470 0
2705 793 1
6920 1043 0
5047 6436 1
8849 9356 0
943 4408 1
9746 1221 0
5919 253 1
1318 9046 0
8727 7952 1
2067 683 0
6729 4354 1
5478 8176 0
46 3793 1
7278 2034 0
8650 6248 1
611 5123 0
4330 4324 1
5710 5308 0
6618 162 1
3723 3143 0
3428 9866 1
939 7870 0
657 4751 1
3028 7273 0
9059 8231 1
5611 4781 0
1051 8720 1
8816 60 0
3649 1033 1
5938 1674 0
7255 773 1
2017 9771 0
2551 6112 1
6421 477 0
7767 5263 1
4192 9311 0
829 3428 1
4874 9963 0
2358 5645 1
4430 9690 0
2036 5795 1
6536 4961 0
8190 3539 1
391 2561 0
461 3358 1
9427 812 0
6951 3638 1
5146 5752 0
7797 5118 1
2394 5728 0
6248 6078 1
6556 3082 0
4082 8791 1
2369 5339 0
4257 7637 1
181 9245 0
7581 7947 1
3379 7123 0
9167 625 1
8595 6126 0
5162 9292 1
3105 3058 0
9067 6830 1
3189 6679 0
8984 4921 1
3184 7453 0
666 8228 1
2411 6497 0
335 3099 1
1028 7489 0
4304 7157 1
6169 8046 0
8001 6717 1
2784 8656 0
1700 7128 1
630 6986 0
7031 6897 1
1362 3424 0
4293 8921 1
1167 2633 0
7051 1743 1
2467 2541 0
5940 5111 1
1804 2233 0
883 1801 1
4952 1199 0
4546 838 1
1764 9710 0
6404 1606 1
828 8138 0
4242 4731 1
6907 1418 0
3897 8673 1
6381 3635 0
9570 4729 1
8522 7644 0
3367 6908 1
9527 7176 0
3558 2683 1
5715 5320 0
2362 6256 1
930 6397 0
3981 4994 1
7980 1432 0
6526 971 1
86 4161 0
391 901 1
7310 7210 0
5708 7006 1
6237 8789 0
4486 2879 1
4276 6145 0
1017 8478 1
2731 483 0
6633 5628 1
3096 989 0
662 2163 1
4465 6088 0
9693 5821 1
8064 7458 0
8288 3321 1
8536 8489 0
9471 5890 1
5589 602 0
5897 7808 1
269 1799 0
4612 3033 1
24 7323 0
8681 594 1
1743 9851 0
5641 2122 1
2533 781 0
2613 6196 1
7391 3331 0
3145 1665 1
7241 3165 0
2376 5585 1
2450 6982 0
789 9406 1
278 9148 0
5859 5585 1
2666 5004 0
8484 2608 1
8345 5186 0
8233 9300 1
8093 9953 0
4188 9451 1
7087 9420 0
8739 2341 1
278 1109 0
1308 1751 1
4600 6560 0
2772 7143 1
2170 1093 0
7052 9499 1
9694 2633 0
3551 8642 1
1429 7007 0
1034 3051 1
1285 2052 0
9704 7246 1
4829 4381 0
963 5207 1
7993 3288 0
1122 5259 1
2696 1150 0
5529 5193 1
7968 8232 0
4843 6746 1
5040 7507 0
1060 4905 1
7985 3818 0
621 6835 1
4639 1552 0
3943 8371 1
8498 9769 0
8130 1664 1
75 4584 0
170 503 1
4811 7772 0
4045 6647 1
332 5727 0
7009 1001 1
9597 432 0
9550 427 1
9766 812 0
294 2364 1
9943 9194 0
3916 8493 1
9250 1227 0
980 3490 1
181 3270 0
3246 520 1
8178 4647 0
1134 6786 1
9428 8082 0
4540 1085 1
4091 9334 0
7918 5083 1
1380 1897 0
6156 7759 1
1873 6425 0
9270 1716 1
7230 812 0
3122 1386 1
127 3942 0
3576 9942 1
9106 6679 0
5901 3759 1
1554 5785 0
2539 7619 1
6783 3070 0
7246 448 1
6663 1521 0
8038 2400 1
506 4353 0
161 399 1
5328 377 0
1848 3106 1
5212 9514 0
5010 4128 1
2546 5727 0
9087 4908 1
5915 4571 0
6541 8517 1
7708 100 0
4023 2729 1
9889 575 0
1268 928 1
4825 2097 0
4249 2432 1
643 9890 0
5082 1154 1
3658 6933 0
1133 4665 1
2471 2514 0
9779 153 1
1266 8054 0
3115 9553 1
2612 3174 0
2120 2763 1
6842 1424 0
4662 7659 1
5762 9633 0
4204 3495 1
4176 1342 0
5841 8044 1
8894 3103 0
2827 6411 1
8249 410 0
2543 6291 1
3389 2816 0
1096 2838 1
2767 837 0
8886 5652 1
4778 6358 0
2642 8253 1
9872 8083 0
9272 2534 1
5577 7048 0
6400 7277 1
7002 7821 0
8301 322 1
2456 1907 0
1532 148 1
8302 6497 0
3712 6033 1
8741 9899 0
5214 3248 1
8849 674 0
8461 7258 1
8975 4710 0
2072 9358 1
2981 3579 0
6835 7117 1
4723 254 0
3213 795 1
7691 9658 0
5443 7088 1
9914 3144 0
1076 3250 1
9534 7809 0
8088 6132 1
4337 4459 0
1806 1654 1
7909 5274 0
8670 4838 1
9211 6559 0
2538 6284 1
2341 4931 0
2727 7991 1
7679 5976 0
4070 1604 1
612 4383 0
1319 9801 1
5737 1531 0
4729 6334 1
3919 3969 0
8197 649 1
8261 4426 0
3793 6370 1
5117 9983 0
4664 8101 1
873 7913 0
2431 2856 1
22 2164 0
8546 4185 1
3608 3715 0
7837 2413 1
5197 4200 0
850 3423 1
6755 9599 0
2323 2171 1
7892 7349 0
9112 8268 1
714 2859 0
9363 8181 1
8759 3058 0
2976 4940 1
5453 3082 0
4797 1761 1
2623 9756 0
7869 3290 1
2717 3866 0
7175 6993 1
8923 5869 0
9288 2728 1
4722 7621 0
9042 6724 1
7206 5014 0
3855 4537 1
3106 8215 0
4451 1698 1
9279 5733 0
506 1761 1
3184 952 0
187 7844 1
4607 3186 0
6870 5066 1
8219 7199 0
3197 8587 1
6762 523 0
4995 3502 1
8594 3424 0
3240 420 1
8727 4624 0
5135 6925 1
6677 6683 0
5469 1289 1
1081 4935 0
5319 673 1
7316 457 0
1715 1410 1
349 7122 0
1691 2847 1
2728 4736 0
8325 114 1
6069 6829 0
2155 8620 1
8824 259 0
1023 9565 1
7067 2216 0
4669 6798 1
7559 5014 0
5513 620 1
1639 5271 0
4938 1489 1
8991 1926 0
6941 6984 1
4056 9705 0
7966 9521 1
6995 1263 0
9810 3772 1
6617 986 0
9176 3274 1
8659 5357 0
9595 7665 1
135 9661 0
6548 4767 1
3977 780 0
3528 6381 1
2841 6243 0
3089 3459 1
5516 9099 0
2474 5222 1
205 394 0
1360 5150 1
7146 8321 0
1807 6447 1
1541 4005 0
3124 1815 1
2030 5089 0
4190 8525 1
2579 5422 0
6457 1036 1
2493 2378 0
2610 8709 1
6378 5759 0
149 9370 1
1112 3507 0
583 6901 1
5673 5120 0
5985 6869 1
9485 5849 0
1250 6761 1
3061 8615 0
1259 3856 1
8774 528 0
365 5614 1
5903 1644 0
310 269 1
6709 3882 0
4933 7947 1
300 7474 0
9357 90 1
5564 7743 0
3140 3141 1
2340 8434 0
1566 9234 1
1969 9356 0
1655 8581 1
4480 5702 0
2927 3941 1
8079 3888 0
608 6127 1
1522 7173 0
2611 8640 1
2384 7144 0
4376 8661 1
7154 1136 0
9702 4720 1
1942 1498 0
9954 7698 1
8382 8030 0
7973 4627 1
352 3668 0
5068 4890 1
2278 470 0
2424 7565 1
149 1947 0
8799 7784 1
3023 7877 0
3613 9226 1
2890 6681 0
5056 2543 1
8211 8946 0
7428 3439 1
9216 953 0
4568 2944 1
3517 2056 0
8496 502 1
5154 783 0
6218 2529 1
9503 6012 0
8246 9744 1
851 9046 0
3043 5413 1
6250 4009 0
6632 1331 1
7165 4566 0
1067 9862 1
4779 9350 0
5998 2435 1
384 6054 0
664 4065 1
9338 6524 0
7918 4817 1
4024 6494 0
1800 8544 1
9179 6754 0
2166 4091 1
1112 7818 0
5882 8739 1
2706 483 0
1609 8795 1
1483 8904 0
4281 7814 1
4446 276 0
1439 7588 1
4550 7361 0
9745 6779 1
9312 3075 0
6420 4943 1
4759 6266 0
4791 9893 1
6778 2361 0
9872 1787 1
663 3900 0
2328 4110 1
7200 8757 0
1801 672 1
7126 9332 0
6974 3719 1
7659 8434 0
7336 8998 1
9954 3788 0
2558 9842 1
8282 5373 0
4618 9081 1
950 7080 0
6356 6180 1
1979 4681 0
3152 8315 1
1242 2381 0
114 8064 1
4639 9665 0
3641 6419 1
9561 1097 0
6372 2295 1
2584 8983 0
5795 4157 1
6929 7595 0
550 5222 1
7218 2000 0
1764 6730 1
3457 4371 0
6189 2301 1
7681 1103 0
7874 1925 1
2964 7801 0
4424 8991 1
1344 8808 0
6142 1141 1
9777 8061 0
310 9306 1
441 4562 0
8280 4846 1
8017 727 0
519 1466 1
3360 2204 0
8371 8794 1
1297 7296 0
5158 366 1
8979 8053 0
219 263 1
1712 4522 0
4658 3267 1
4123 5095 0
1429 6449 1
7880 38 0
6308 424 1
7949 9375 0
9025 4086 1
8062 7904 0
9127 5331 1
8431 3738 0
638 8190 1
9477 9114 0
9072 5001 1
1417 5783 0
4689 1107 1
154 6351 0
8307 3573 1
592 9965 0
7146 165 1
1328 3749 0
5766 5255 1
2999 6963 0
4908 9601 1
8132 1291 0
1321 5193 1
718 4044 0
5537 5687 1
9749 2541 0
3806 3524 1
1350 2797 0
3117 2538 1
5451 6336 0
6647 9907 1
4299 5946 0
6696 5545 1
6075 929 0
5456 9002 1
4410 3301 0
4359 4735 1
9556 7720 0
789 4003 1
6337 5917 0
6164 5798 1
7214 8308 0
4938 615 1
549 2536 0
6633 6467 1
734 2288 0
1733 1883 1
2114 9200 0
9797 9303 1
6699 1514 0
9211 9036 1
7465 5355 0
1678 7285 1
4100 3040 0
127 9844 1
3444 6963 0
6722 7136 1
9174 7144 0
2670 4427 1
809 6320 0
6022 9856 1
3060 6497 0
6574 7228 1
1459 2426 0
9884 8013 1
2644 4830 0
7334 10000 1
6662 7687 0
1289 7000 1
7384 9576 0
6665 5298 1
2123 4499 0
9398 8976 1
1806 8994 0
4231 1053 1
1496 2426 0
7263 3142 1
8478 6327 0
3300 5966 1
5970 3861 0
2062 9739 1
2761 5402 0
2289 2517 1
5197 6649 0
1494 9960 1
4335 818 0
3726 6407 1
4816 5090 0
6529 1854 1
5546 3588 0
2448 2499 1
5718 8558 0
6564 526 1
7313 6586 0
9557 4423 1
3010 2345 0
5194 7584 1
427 1823 0
50 92 1
9219 9101 0
5552 1585 1
3446 1032 0
9718 8020 1
3168 196 0
7416 3340 1
6328 6104 0
1526 5018 1
2330 6128 0
6895 436 1
1858 5322 0
8057 3727 1
9201 2317 0
4747 116 1
5879 9572 0
9954 221 1
704 7011 0
9713 4257 1
3029 1980 0
5992 1059 1
1063 3390 0
3248 7023 1
8758 9185 0
5763 8075 1
7396 3942 0
4585 9175 1
7344 6969 0
5845 883 1
2080 7283 0
2498 7037 1
5500 1926 0
2198 7952 1
3930 8558 0
6170 6536 1
3870 1265 0
8339 7951 1
6224 6430 0
4467 7641 1
5445 7773 0
7378 5894 1
2362 9551 0
8484 7038 1
2107 3738 0
9834 369 1
7233 9178 0
9884 7568 1
8119 500 0
4937 1660 1
5822 8204 0
5834 691 1
1539 911 0
8589 2334 1
5104 2227 0
6508 9095 1
4639 7835 0
4578 9337 1
330 698 0
1428 1254 1
1683 2085 0
6751 8848 1
5213 8012 0
9254 6995 1
1153 3593 0
44 584 1
2498 5869 0
4834 2170 1
4999 2511 0
3689 4530 1
7294 4930 0
4514 5718 1
9457 811 0
5456 4205 1
4555 1151 0
3629 1316 1
8491 7524 0
2472 6751 1
2294 5284 0
2533 5328 1
6092 1693 0
2101 1764 1
6059 2875 0
9789 7508 1
6254 1553 0
2770 1877 1
3877 1189 0
4962 8862 1
4837 5202 0
6631 3404 1
3217 3237 0
2651 955 1
6753 468 0
5967 241 1
3078 2271 0
4606 6440 1
8578 7184 0
8704 6233 1
2711 6545 0
2491 113 1
6113 8749 0
5145 2954 1
4405 6149 0
2940 7056 1
2437 5412 0
4589 7572 1
5636 469 0
5086 1331 1
2012 8641 0
2585 8263 1
4989 6851 0
7385 291 1
8179 2525 0
3020 1542 1
5559 1286 0
2046 6611 1
7442 4754 0
6344 1755 1
83 2085 0
471 6802 1
4508 7293 0
7594 6207 1
5364 2975 0
6472 2892 1
6556 7524 0
9908 1029 1
585 3936 0
1377 1305 1
4932 3186 0
6888 4877 1
7187 2618 0
8500 2482 1
6297 8087 0
4727 9880 1
3464 4404 0
2530 5672 1
9974 9679 0
6134 3923 1
7162 3047 0
2558 3477 1
3634 6309 0
1796 152 1
6379 3685 0
7162 931 1
1746 3828 0
9266 9896 1
5243 3552 0
4477 4862 1
3916 3780 0
4962 7892 1
9943 8357 0
2629 5731 1
2632 8660 0
702 4097 1
6332 329 0
5488 6487 1
5708 2821 0
8640 4945 1
384 6649 0
6157 9606 1
5168 3562 0
134 6278 1
7662 9690 0
1830 8616 1
9662 2090 0
2068 896 1
4032 6683 0
6613 5556 1
7202 1418 0
4501 2881 1
1860 6263 0
4699 8758 1
7069 4404 0
7584 6716 1
4296 7539 0
7274 6115 1
8371 7773 0
1134 1453 1
9927 5166 0
1954 4504 1
8895 5050 0
2641 2346 1
8969 1993 0
8017 9018 1
8058 5367 0
3830 2791 1
5393 2688 0
269 3754 1
9980 2684 0
6177 7722 1
845 6046 0
4743 9483 1
8429 7453 0
6280 9616 1
425 7319 0
4242 6514 1
7577 7590 0
6817 5228 1
5492 5669 0
1930 1470 1
1960 52 0
9248 7707 1
6222 7066 0
9122 9596 1
32 5430 0
9001 1463 1
123 3174 0
8074 9249 1
7364 6649 0
2036 4650 1
9627 7801 0
6480 4653 1
4952 6107 0
5319 6844 1
7681 4481 0
5898 1039 1
6384 5250 0
3574 7246 1
3810 5964 0
2577 5513 1
1724 9273 0
1402 9390 1
6431 7970 0
9217 2081 1
1979 5853 0
5243 9678 1
8854 2252 0
8338 7653 1
4982 6326 0
9193 7388 1
6340 7621 0
3319 204 1
7441 2949 0
1522 1476 1
3120 8025 0
2593 2182 1
8828 329 0
6571 5824 1
4688 7920 0
6523 3630 1
4612 844 0
8273 9078 1
5986 2082 0
1266 8717 1
6809 1682 0
3851 2136 1
31 9260 0
9490 3576 1
9583 2070 0
2074 9095 1
4972 5446 0
7252 1211 1
2513 3174 0
245 8664 1
8971 53 0
8603 8905 1
4618 6621 0
6436 1921 1
815 3372 0
675 6188 1
1384 5495 0
2437 5625 1
4989 7670 0
1631 9859 1
892 5114 0
122 9797 1
7731 8174 0
6569 1692 1
5134 483 0
2690 1529 1
116 7207 0
962 8628 1
1844 582 0
846 1986 1
3204 6266 0
8178 8644 1
321 7898 0
8563 6194 1
8734 1837 0
9064 2675 1
5408 6225 0
4924 4939 1
363 4039 0
376 2436 1
3516 717 0
3023 4379 1
8422 8158 0
4724 3440 1
2451 246 0
4479 1645 1
5758 2597 0
6739 5549 1
7488 2528 0
6387 310 1
8020 2220 0
7395 2143 1
5162 248 0
6362 8274 1
7505 767 0
9694 5951 1
6440 2052 0
9267 8404 1
1959 6220 0
7564 7586 1
6278 6838 0
1816 8864 1
5674 4112 0
9025 2319 1
8618 5530 0
9626 6895 1
4476 7197 0
6029 1242 1
6195 1728 0
3662 7368 1
7685 8107 0
1172 7481 1
4063 1109 0
7124 5231 1
4678 2266 0
1658 8336 1
9479 6354 0
6880 7380 1
9207 1837 0
9034 9575 1
4804 3445 0
951 9607 1
7708 4388 0
3934 4284 1
6138 3157 0
7370 4896 1
2734 2026 0
7214 163 1
7225 8133 0
9559 1747 1
3650 1947 0
8346 5900 1
6187 841 0
6353 5645 1
5958 4586 0
7109 4869 1
3529 8879 0
7955 15 1
4623 1043 0
6954 2275 1
2827 5163 0
7013 2518 1
5749 8418 0
9622 2249 1
1393 5578 0
7485 2589 1
6464 4766 0
192 5436 1
5878 3763 0
5242 9746 1
5574 899 0
8141 5073 1
8689 3808 0
5854 7476 1
7460 1022 0
3627 4974 1
1198 8264 0
2547 708 1
8869 6680 0
4506 4223 1
342 5689 0
3502 600 1
8743 1697 0
7420 8768 1
8737 4562 0
8534 7479 1
2982 4792 0
4299 7727 1
8431 7376 0
8452 3742 1
7544 2318 0
6842 657 1
6551 1693 0
8391 1863 1
2379 7184 0
5128 5445 1
9565 1579 0
6686 2995 1
3531 3780 0
8197 2583 1
6927 5578 0
7329 5174 1
4842 9482 0
6507 3826 1
7295 8432 0
1518 901 1
1132 9819 0
1121 3996 1
238 3136 0
8694 3323 1
188 4642 0
1290 861 1
6139 6982 0
6034 1858 1
8182 7473 0
1197 6966 1
3148 7184 0
540 29 1
1020 7382 0
9635 7618 1
5216 5683 0
186 9008 1
8734 4792 0
3308 9711 1
6795 2162 0
3312 8776 1
9446 8593 0
8038 3109 1
6519 3082 0
3125 3652 1
2644 6765 0
5985 9695 1
5610 8028 0
4905 2436 1
4775 5071 0
9882 5862 1
2619 6707 0
22 326 1
8322 9062 0
5979 1562 1
5177 9049 0
2007 962 1
2395 9514 0
1353 3699 1
3395 9721 0
6084 5550 1
7837 3972 0
517 2538 1
6027 6851 0
7481 2625 1
5311 6433 0
8988 9281 1
414 6893 0
3978 1168 1
1108 8168 0
7706 2441 1
8685 7004 0
7707 6923 1
2300 5186 0
5686 6901 1
4846 7071 0
3577 9915 1
9489 9021 0
1820 7734 1
7769 7094 0
1809 9765 1
4962 4863 0
8315 4122 1
2488 567 0
2523 6825 1
6236 3617 0
8987 7878 1
8845 6061 0
5777 865 1
1925 768 0
9718 1186 1
2253 4673 0
8987 9309 1
6767 8087 0
4767 9608 1
3227 7059 0
3658 5251 1
3271 1643 0
8403 7444 1
5710 7871 0
3957 1957 1
738 9506 0
7042 9209 1
3043 1759 0
8991 2195 1
8952 6397 0
9274 272 1
9512 7207 0
2166 1481 1
8642 4490 0
8048 4173 1
3429 3070 0
1683 3649 1
8912 7870 0
6201 9428 1
2178 7105 0
879 5882 1
2538 5089 0
7998 2451 1
5127 8206 0
3210 4984 1
5877 3570 0
7135 1805 1
8290 3785 0
4286 897 1
5009 2845 0
480 1971 1
9249 5683 0
9065 4878 1
848 7989 0
3811 8386 1
9279 3292 0
1785 5542 1
2166 3799 0
2534 8307 1
7729 4199 0
4325 217 1
4912 2288 0
4300 7914 1
5886 6087 0
8115 4405 1
9419 1779 0
6942 9979 1
2401 6898 0
9600 1458 1
705 8679 0
7861 2612 1
8123 5658 0
6947 7145 1
4996 6265 0
8134 614 1
2877 9481 0
8322 7883 1
4097 9385 0
6837 1530 1
3199 6546 0
4734 9785 1
2055 5783 0
6150 3248 1
1736 3663 0
9767 6520 1
8271 3205 0
9789 1193 1
5706 4666 0
4850 1726 1
1225 3363 0
7203 6900 1
2727 7829 0
3991 2757 1
6782 6814 0
3256 4095 1
3296 3751 0
5804 8739 1
5563 133 0
7881 8359 1
9126 2573 0
7451 1998 1
2583 9584 0
142 6157 1
1448 6524 0
9813 5256 1
9330 7455 0
3767 3849 1
4735 9368 0
8992 153 1
5165 4881 0
5614 5778 1
2666 1210 0
1353 8939 1
1656 8138 0
4518 5734 1
7862 5345 0
4460 5281 1
1462 8551 0
9352 5771 1
1195 3569 0
9206 9786 1
6349 2902 0
4617 6026 1
21 2283 0
6022 7457 1
42 8653 0
6678 5704 1
7456 3284 0
3172 2403 1
765 1276 0
7945 3878 1
696 9210 0
4325 1039 1
4480 7504 0
9494 8991 1
406 9851 0
7569 1900 1
6267 5688 0
7771 7435 1
7442 8087 0
7689 6960 1
203 8702 0
5105 522 1
9274 5365 0
8767 1269 1
2622 9858 0
6647 9234 1
626 6002 0
8704 3461 1
4267 544 0
113 2009 1
9780 2315 0
9456 2827 1
7400 832 0
5662 3387 1
3804 290 0
2238 5352 1
9309 3718 0
3693 2193 1
7918 6808 0
